Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,33.333,0.0,0.0,0.0,40.0,0.0,0.0,28.571,0.0,0.0,0.0,12.5,33.333,0.0,42.857,0.0,16.0,58.333,0.0,25.0,0.0,31.034,14.074,17.683,30.802,17.133,0.0,12.805,0.0,15.897,10.55,9.167,9.091,9.278,3.161,0.0,10.432,7.064,4.497,9.461,4.353,5.927,0.0,6.921,5.408,3.214,6.923,4.02,5.062,0.0,5.38,4.504,2.337,3.129,4.514,100.0,0.0
South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.667,0.0,57.143,46.154,23.529,29.167,36.842,25.49,17.742,0.0,46.552,22.667,25.743,15.833,12.409,31.841,27.437,21.862,23.517,20.769,1.432,7.266,3.469,1.996,1.957,5.609,2.857,5.047,4.23,1.839,3.602,5.203,4.602,3.445,1.233,6.673,4.357,5.921,3.631,3.8,6.396,8.273,3.927,4.303,4.762,4.677,8.045,6.327,3.233,4.07,5.153,4.063,6.617,5.259,5.108,6.076,6.59,6.053,4.649,3.023,5.151,7.454,5.573,5.941,5.98,6.15,5.996,5.22,5.804,5.789,7.477,5.586,4.459,4.46,100.0,0.0
South Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,33.333,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,16.667,0.0,82.353,0.0,2.857,22.222,0.0,2.174,0.0,11.538,10.345,21.622,38.333,0.0,0.0,23.077,19.588,4.433,0.0,13.983,0.0,18.621,0.0,0.0,0.0,100.0,0.0
Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,53.846,13.333,53.125,28.889,46.429,30.0,27.273,25.676,14.286,35.25,20.0,25.706,37.279,36.696,25.56,0.0,56.479,18.135,18.043,21.565,15.373,15.543,22.563,11.989,19.563,11.798,18.124,11.907,19.449,14.313,12.071,10.263,8.582,8.92,8.306,7.871,7.091,5.985,5.524,4.161,3.68,3.711,4.236,3.265,3.191,2.916,2.28,1.921,1.415,2.873,3.949,3.087,0.463,3.497,0.767,1.943,2.021,2.176,-4.943,1.416,0.833,0.874,0.621,1.007,0.243,0.828,0.631,0.407,0.25,0.601,0.452,0.507,0.633,0.322,0.344,1.357,0.26,0.289,0.37,0.279,0.223,0.0,0.392,0.186,0.223,100.0,-4.943
Sri Lanka,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,66.667,40.0,44.444,35.714,36.364,13.725,15.0,17.808,5.195,6.098,15.464,4.902,0.0,3.774,0.0,6.195,3.419,4.098,14.685,2.055,3.311,5.031,4.217,5.682,1.124,3.784,2.116,0.526,0.0,4.04,5.714,3.226,6.867,2.101,0.0,2.459,3.937,6.273,10.855,1.935,6.061,10.326,12.381,8.696,12.046,11.054,5.008,4.622,2.112,3.913,2.128,1.811,4.394,2.594,3.262,3.277,1.317,1.417,1.854,0.69,2.25,2.842,1.081,1.07,2.604,2.141,1.109,3.408,0.097,100.0,0.0
Sudan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,40.0,16.667,0.0,14.286,0.0,12.5,20.0,0.0,16.667,0.0,14.286,0.0,6.667,11.765,10.526,0.0,34.483,9.375,0.0,0.0,3.03,50.0,0.0,38.318,0.0,23.571,19.54,0.0,18.31,10.127,13.818,13.522,15.2,15.158,17.073,9.966,0.0,12.684,12.853,8.685,8.387,16.292,4.553,14.725,10.55,8.128,8.636,0.0,7.434,14.198,0.0,11.656,5.022,0.0,100.0,0.0
Suriname,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,20.0,0.0,28.571,12.5,0.0,0.0,0.0,0.0,0.0,11.111,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.091,0.0,0.0,100.0,0.0
Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,71.429,0.0,41.667,14.286,6.667,28.571,40.0,62.766,6.931,37.267,20.69,18.145,30.141,29.0,16.528,26.413,15.297,5.969,7.344,7.311,6.959,11.119,12.203,7.033,8.842,5.474,10.499,9.501,11.056,7.462,10.966,6.838,8.143,9.177,10.35,11.153,9.183,4.842,5.666,5.218,6.33,8.623,7.898,5.617,4.591,3.167,4.247,4.343,4.041,4.888,5.115,4.384,3.914,2.653,3.557,4.261,4.482,4.622,3.356,2.484,1.511,3.542,3.354,3.745,1.989,2.545,1.053,1.778,2.132,2.935,2.863,2.541,2.531,1.523,1.305,2.207,2.282,2.355,2.14,1.584,1.546,0.77,1.37,2.297,100.0,0.0
Switzerland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,87.5,0.0,55.556,33.333,35.714,25.0,37.778,21.053,46.729,20.149,20.475,9.893,23.829,24.693,0.0,42.757,16.188,38.227,0.0,18.519,10.832,25.693,23.026,19.483,12.028,15.02,10.955,9.36,7.739,8.64,8.156,5.078,6.865,4.113,6.545,5.625,3.973,4.384,2.82,2.572,2.678,4.412,3.206,2.037,2.215,1.212,1.063,0.956,1.519,1.481,1.278,1.19,1.211,0.73,0.424,0.725,0.8,0.631,0.751,0.575,0.353,0.342,0.486,0.605,0.401,0.376,0.294,0.253,0.093,0.17,0.219,0.268,0.145,0.178,0.129,0.118,0.109,0.164,0.167,0.19,0.049,0.033,0.069,0.13,100.0,0.0
Syria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.0,0.0,0.0,0.0,44.444,10.0,0.0,0.0,37.5,0.0,0.0,15.789,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,13.793,12.121,0.0,13.158,0.0,2.564,0.0,7.143,0.0,0.0,0.0,0.0,2.326,0.0,0.0,0.0,0.0,2.273,0.0,0.0,0.0,0.0,2.222,0.0,4.255,0.0,0.0,0.0,0.0,2.083,0.0,4.0,1.961,12.069,0.0,0.0,0.0,100.0,0.0
Taiwan*,0.0,66.667,0.0,25.0,20.0,37.5,0.0,11.111,10.0,0.0,0.0,0.0,9.091,0.0,31.25,0.0,5.882,5.556,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.091,0.0,4.348,4.167,7.692,0.0,7.143,6.667,3.226,3.125,0.0,5.882,12.821,2.5,2.439,2.381,0.0,4.545,2.222,0.0,0.0,0.0,4.255,2.083,2.041,2.0,5.66,10.169,11.94,12.987,23.0,7.407,20.0,11.765,9.467,13.333,9.302,8.511,6.746,5.618,5.654,5.034,2.614,4.969,2.128,2.95,2.586,1.972,2.204,2.681,0.798,0.792,0.263,0.524,0.779,0.773,1.272,0.0,0.506,0.0,0.0,0.754,5.238,0.474,0.706,0.235,0.234,0.234,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.694,0.917,0.457,0.0,0.228,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0
Tajikistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.263,40.625,44.348,21.502,22.691,17.787,11.686,14.706,0.0,7.413,9.328,8.989,11.687,18.873,15.431,13.255,11.857,10.692,9.533,100.0,0.0
Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.667,50.0,0.0,0.0,50.0,0.0,0.0,0.0,7.692,0.0,7.143,0.0,26.316,0.0,5.0,0.0,0.0,0.0,9.091,8.333,0.0,4.0,0.0,21.875,0.0,0.0,34.694,7.547,39.773,6.383,36.054,0.0,13.529,33.071,0.0,10.563,0.0,5.017,0.0,0.0,0.0,0.0,37.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Thailand,33.333,40.0,28.571,12.5,0.0,42.857,0.0,0.0,26.316,0.0,0.0,0.0,24.0,0.0,0.0,0.0,21.875,0.0,0.0,3.03,0.0,0.0,0.0,0.0,2.941,2.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.405,7.5,0.0,2.439,2.381,0.0,2.326,0.0,0.0,8.511,2.083,4.0,0.0,0.0,5.66,10.169,15.714,6.667,8.537,28.07,22.449,16.949,16.509,22.059,15.528,21.655,31.386,16.921,12.817,11.456,10.622,8.011,8.755,10.303,8.924,7.692,6.776,5.547,5.207,4.306,4.703,2.297,1.683,4.686,2.229,2.022,1.787,1.294,1.086,1.301,1.135,1.085,1.037,1.207,1.157,0.967,0.676,0.531,0.458,2.339,0.0,0.513,0.307,0.238,0.305,0.237,0.203,0.202,0.101,0.603,0.033,0.033,0.1,0.267,0.133,0.166,0.199,0.066,0.0,0.033,0.231,0.0,0.099,0.099,0.066,0.033,42.857,0.0
Timor-Leste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,33.333,25.0,55.556,0.0,0.0,5.263,13.636,4.348,0.0,0.0,4.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.889,43.75,0.0,11.111,10.0,13.043,0.0,8.0,0.0,0.0,16.667,11.765,5.556,7.692,2.5,2.439,6.818,24.138,10.769,7.143,4.11,3.947,0.0,0.0,1.299,0.0,4.938,0.0,2.41,1.19,0.0,0.0,2.326,2.273,0.0,2.222,6.25,2.041,0.0,1.01,9.174,6.034,5.691,0.0,0.806,1.587,1.562,0.0,5.185,6.897,5.229,12.069,3.867,9.045,9.132,7.983,9.506,11.745,0.997,8.788,2.367,0.588,100.0,0.0
Trinidad and Tobago,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,20.0,28.571,22.222,0.0,81.633,2.0,1.961,10.526,5.0,7.692,1.515,10.811,5.128,4.878,5.747,3.333,4.255,4.082,4.854,0.962,0.952,1.869,0.0,1.835,0.0,2.679,0.885,0.0,0.0,0.877,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,60.0,28.571,0.0,56.25,11.111,0.0,10.0,16.667,17.241,25.641,27.778,10.0,20.0,15.73,21.93,34.104,12.183,13.216,18.345,10.897,0.0,20.812,6.856,7.033,8.081,10.488,3.659,3.691,4.334,0.796,2.333,4.173,2.044,3.112,2.617,2.811,4.231,5.109,4.861,0.0,1.706,0.566,0.0,2.75,0.98,0.434,1.81,1.054,1.861,0.821,0.51,1.408,0.401,1.09,0.395,0.491,0.391,0.293,0.097,0.388,0.194,0.0,0.0,0.0,0.0,0.0,0.29,0.193,0.0,0.575,0.096,0.096,100.0,0.0
Turkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,80.0,0.0,16.667,66.667,61.702,52.041,48.958,46.518,46.418,45.793,19.163,18.323,23.058,32.957,36.311,23.021,19.692,14.87,19.984,13.7,13.543,13.317,12.589,11.582,10.418,11.41,10.77,9.593,10.094,9.849,8.408,6.704,6.239,6.169,6.471,5.542,4.595,4.608,5.137,4.824,3.124,3.061,2.976,2.655,2.14,1.898,2.086,2.497,2.175,1.788,1.594,1.325,1.264,1.415,1.71,1.478,1.363,1.128,1.112,0.797,1.204,1.145,1.13,1.166,1.087,0.915,0.769,0.674,0.637,100.0,0.0
US,0.0,50.0,0.0,60.0,0.0,0.0,0.0,0.0,28.571,12.5,0.0,27.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333,0.0,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333,0.0,0.0,70.588,0.0,10.526,1.724,3.333,11.765,8.108,24.49,16.949,20.805,31.963,17.978,33.747,22.351,11.735,38.877,25.136,22.915,23.567,20.081,22.822,24.136,27.59,17.273,43.403,28.671,24.711,23.077,24.126,18.661,18.102,21.461,17.777,16.278,13.572,13.097,13.83,11.905,12.461,11.527,10.753,8.247,8.057,7.757,7.356,7.483,6.746,5.682,5.139,4.359,4.451,4.556,4.687,4.583,4.44,3.455,3.3,3.345,3.39,3.316,3.997,3.496,2.861,2.268,2.408,2.628,2.76,3.085,2.568,2.202,1.892,1.991,2.032,2.203,2.096,1.956,1.483,1.382,1.57,1.513,1.93,1.736,1.703,1.274,1.429,1.325,1.5,70.588,0.0
Uganda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,88.889,0.0,35.714,0.0,39.13,23.333,9.091,0.0,25.0,0.0,2.222,6.25,0.0,7.692,0.0,0.0,1.887,0.0,0.0,0.0,1.852,0.0,1.818,0.0,0.0,1.786,-1.818,0.0,1.786,8.197,3.175,14.865,1.333,0.0,5.063,0.0,0.0,2.469,2.41,2.353,3.409,1.124,8.247,1.02,2.0,0.99,0.0,12.931,4.132,0.0,6.202,7.194,13.125,21.182,10.573,0.0,8.468,4.615,1.515,100.0,-1.818
Ukraine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,57.143,50.0,0.0,12.5,44.828,38.298,35.616,0.0,24.742,33.103,26.02,36.774,12.921,25.053,13.321,15.039,18.766,11.483,16.325,12.49,6.346,0.834,9.781,12.35,11.839,14.117,12.266,9.579,10.477,8.007,10.414,9.541,10.746,8.696,6.295,4.571,6.776,7.084,8.061,6.238,5.883,5.71,4.351,4.261,4.622,5.189,4.189,4.82,4.214,3.39,2.883,3.694,3.703,3.551,3.501,3.427,2.658,2.34,2.447,2.505,2.787,2.957,2.367,1.746,1.377,1.841,100.0,0.0
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,28.571,0.0,12.5,0.0,0.0,0.0,0.0,0.0,11.111,0.0,0.0,0.0,0.0,0.0,30.769,0.0,0.0,0.0,0.0,0.0,31.579,9.524,0.0,0.0,22.222,0.0,6.897,0.0,35.556,0.0,0.0,39.189,0.0,12.941,0.0,0.0,13.265,0.0,0.0,13.274,19.286,0.0,8.497,0.0,22.727,20.161,25.526,0.0,17.778,13.462,17.895,6.71,7.982,18.428,20.508,18.987,16.013,16.342,13.343,11.997,11.282,11.07,11.012,10.064,9.386,8.803,8.352,8.052,7.897,7.569,0.0,7.064,6.662,6.319,5.863,5.916,5.657,5.421,5.179,4.521,4.754,4.602,4.423,4.272,4.125,3.982,3.849,3.041,3.469,3.091,3.293,3.583,4.292,3.602,3.983,3.556,3.311,3.422,3.518,3.13,3.439,3.483,3.619,100.0,0.0
United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,62.5,0.0,11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.769,0.0,0.0,13.333,25.0,13.043,36.111,10.0,21.569,40.698,25.862,29.268,20.773,24.453,14.907,16.146,16.34,0.0,42.768,29.895,0.087,26.177,20.867,25.814,2.725,32.337,20.782,11.802,14.585,17.614,15.311,18.388,19.891,14.828,12.477,11.905,11.883,14.679,12.606,11.673,8.918,12.303,7.351,6.56,8.988,6.677,11.706,6.597,6.258,4.872,5.562,4.662,4.476,5.123,4.809,4.834,3.722,3.316,3.317,3.309,3.729,3.295,2.901,2.722,2.465,2.458,3.502,3.472,2.624,2.312,2.08,2.248,3.022,2.701,2.188,1.799,1.78,1.731,1.497,1.404,1.474,1.497,1.432,1.442,1.096,0.971,-0.208,100.0,-0.208
Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.333,25.0,72.414,42.0,36.709,15.957,14.545,18.519,14.557,2.469,14.286,12.903,8.824,13.139,9.571,1.942,3.438,5.325,3.429,5.149,4.404,3.5,1.478,2.169,2.123,7.018,3.594,4.251,1.397,-4.375,0.621,1.829,0.203,1.793,1.181,1.741,2.083,1.308,1.473,1.093,1.436,1.066,5.537,1.65,2.258,0.8,0.794,2.022,0.772,0.613,0.458,0.304,1.94,0.446,1.608,1.441,1.14,0.707,0.563,0.837,0.278,0.691,1.093,0.136,0.136,0.407,0.136,1.072,100.0,-4.375
Uzbekistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,83.333,40.0,33.333,34.783,30.303,23.256,0.0,6.522,8.0,16.667,20.0,14.773,15.385,27.778,3.356,13.372,4.972,11.707,9.692,14.662,22.222,25.164,12.115,4.587,6.357,6.731,18.644,11.329,13.327,14.335,10.522,3.484,3.986,5.705,4.792,3.811,3.039,2.214,2.389,2.55,3.115,0.375,1.838,1.805,3.147,1.815,2.253,1.511,1.443,1.827,0.816,1.164,2.829,1.161,1.022,2.854,2.735,1.31,3.56,1.248,1.526,1.899,0.545,1.362,2.242,2.858,100.0,0.0
Venezuela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,41.176,48.485,8.333,14.286,0.0,40.0,0.0,9.091,8.333,7.692,14.953,0.0,10.084,0.0,11.852,0.0,5.594,2.055,4.575,1.29,2.516,3.636,0.0,1.198,2.339,0.0,2.286,3.315,4.233,0.0,4.061,3.431,0.0,10.132,11.328,0.0,10.175,1.042,7.395,2.201,1.548,0.615,1.216,0.0,0.604,0.601,0.597,2.899,3.361,0.0,1.108,4.749,0.525,1.804,3.483,2.899,1.896,0.236,0.0,7.033,0.871,8.929,6.839,12.46,17.49,9.102,100.0,0.0
