Country,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,42.857,75.0,0.0,0.0,24.324,0.0,27.451,0.0,0.0,8.929,0.0,0.0,0.0,9.677,8.824,0.0,9.333,0.0,2.597,0.0,0.0,1.282,0.0,0.0,1.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.469,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,50.0,25.0,33.333,29.412,32.0,7.407,25.0,26.531,40.964,41.958,20.112,14.354,23.723,8.361,16.48,9.137,14.348,6.314,8.566,7.573,10.478,6.753,9.728,4.932,3.796,4.205,3.509,4.503,4.404,2.632,2.564,0.847,0.748,1.925,3.28,1.828,7.264,4.545,2.112,1.778,1.46,2.003,0.851,1.122,0.834,0.759,-7.812,2.255,0.722,1.001,0.498,0.284,0.634,0.281,0.35,0.349,0.209,0.554,2.366,0.404,0.402,0.93,0.397,0.788,0.717,0.454,0.388,0.96,0.951,100.0,-7.812
Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.333,0.0,40.0,28.571,63.158,44.118,33.333,13.559,23.377,45.0,31.034,39.403,30.785,27.761,16.04,8.8,20.382,17.554,8.259,9.47,12.343,6.103,1.911,8.724,6.08,6.755,4.786,4.287,2.675,1.372,4.276,2.109,2.6,3.351,1.437,0.335,0.334,0.454,1.957,2.062,1.034,1.612,0.366,0.225,1.658,0.985,0.3,0.812,0.431,0.322,0.161,0.321,0.743,0.396,0.473,0.262,0.314,0.104,0.312,0.286,0.207,0.31,0.155,0.232,0.051,0.154,0.256,0.281,0.204,0.178,0.38,0.051,0.278,0.327,100.0,0.0
MS Zaandam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,77.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,29.412,10.526,17.391,11.538,0.0,33.333,9.302,24.561,0.0,3.39,15.714,0.0,2.778,12.195,6.818,5.376,0.0,0.0,8.824,3.774,0.0,1.852,1.818,0.901,5.128,2.5,0.826,0.0,0.0,0.0,0.0,0.82,0.813,0.806,3.125,0.0,0.0,0.0,3.03,2.222,9.396,0.0,1.325,4.43,18.135,0.0,0.0,0.0,-3.763,0.0,12.264,7.826,3.361,15.901,6.908,5.59,1.227,12.129,100.0,-3.763
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,0.0,20.0,37.5,0.0,0.0,11.111,25.0,7.692,18.75,0.0,0.0,0.0,5.882,0.0,0.0,0.0,5.556,21.739,30.303,0.0,0.0,2.941,5.556,0.0,0.0,2.703,0.0,2.632,2.564,4.878,0.0,4.651,0.0,0.0,23.214,0.0,1.754,0.0,9.524,0.0,0.0,3.077,7.143,0.0,0.0,1.408,100.0,0.0
Malaysia,0.0,0.0,100.0,25.0,0.0,0.0,42.857,12.5,0.0,0.0,0.0,0.0,20.0,16.667,0.0,0.0,25.0,0.0,11.111,0.0,0.0,5.263,0.0,13.636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348,0.0,8.0,13.793,0.0,19.444,28.0,0.0,39.759,10.753,6.061,15.385,9.302,13.423,0.0,24.365,17.227,44.393,24.382,15.899,14.81,12.222,12.621,12.933,9.418,13.966,6.527,9.577,11.571,6.016,6.853,6.073,5.941,5.061,4.883,6.675,6.511,4.307,4.888,3.454,4.29,3.787,2.578,2.715,4.062,3.267,2.782,3.409,1.676,2.123,1.314,1.018,1.559,0.664,1.04,0.904,1.267,1.546,0.888,0.657,0.687,0.53,1.581,0.95,1.137,1.7,1.937,0.866,0.47,0.7,0.603,1.041,0.82,1.007,1.041,0.237,0.546,0.587,0.525,0.247,0.319,0.677,0.53,0.442,100.0,0.0
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,25.0,0.0,11.111,10.0,23.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,5.882,0.0,5.556,5.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.091,12.0,10.714,20.0,32.692,24.638,16.867,3.488,20.37,16.279,27.119,17.29,5.31,9.6,10.072,40.598,4.684,5.395,1.518,2.588,5.585,7.131,4.784,12.903,5.823,5.389,6.912,0.774,5.34,2.749,4.753,4.36,1.463,1.085,3.237,3.626,100.0,0.0
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,63.636,38.889,0.0,28.0,10.714,9.677,13.889,7.692,4.878,8.889,4.255,16.071,5.085,20.27,14.943,0.0,17.143,14.634,14.583,2.703,13.45,0.0,20.833,3.571,8.943,4.651,11.945,5.178,4.923,12.162,4.884,4.657,3.774,12.033,1.633,3.543,6.618,3.375,2.931,5.229,3.011,2.923,2.695,3.468,1.705,1.124,2.466,3.694,2.696,3.35,3.473,2.907,1.602,2.997,3.222,100.0,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,40.0,16.667,0.0,50.0,33.333,14.286,30.0,21.053,0.0,28.302,17.188,12.329,18.889,15.888,2.727,14.729,3.731,3.597,6.711,1.325,3.205,7.692,10.106,4.082,2.97,5.164,6.167,5.809,17.747,2.007,11.276,3.714,5.405,2.116,1.562,2.29,1.504,3.155,2.37,0.939,0.234,0.928,2.709,0.225,0.225,0.447,0.223,0.0,0.444,1.747,1.08,0.43,0.428,0.214,1.887,0.625,0.415,0.413,0.412,0.613,0.204,1.21,1.392,0.593,0.394,2.682,1.88,2.564,1.266,0.896,1.933,2.568,100.0,0.0
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,0.0,40.0,0.0,0.0,16.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.111,40.0,25.0,31.034,27.5,35.484,23.457,38.168,7.092,100.0,0.0
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,75.0,14.286,50.0,22.222,14.286,12.5,40.741,13.83,7.843,4.673,16.406,10.49,11.18,4.734,9.14,5.102,13.656,6.967,8.955,1.832,13.057,1.258,0.313,1.543,0.0,0.0,0.0,0.0,0.0,0.308,0.915,0.0,0.0,0.304,0.604,0.0,0.0,0.301,0.599,0.0,-0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.602
Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,75.0,20.0,0.0,0.0,0.0,0.0,16.667,0.0,14.286,0.0,0.0,12.5,33.333,53.846,36.585,22.642,35.366,11.828,21.186,28.049,19.212,19.124,20.57,13.896,9.383,14.737,18.803,18.41,15.448,14.602,9.232,9.959,11.829,8.742,10.545,10.688,11.806,12.136,12.424,12.449,7.556,10.484,8.888,9.483,7.04,7.131,7.662,7.146,8.407,8.297,9.248,5.825,7.673,9.892,9.361,9.626,7.008,5.689,5.487,7.301,5.882,7.413,7.305,6.107,5.892,5.758,4.304,5.823,6.692,6.047,5.792,4.46,3.592,5.211,4.633,5.656,5.412,4.48,4.216,4.675,4.992,3.972,100.0,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.667,0.0,0.0,50.0,50.0,47.826,0.0,23.333,0.0,38.776,25.758,17.5,14.894,13.761,12.8,16.107,15.819,11.055,13.853,12.167,11.745,15.581,16.548,16.238,14.552,21.41,12.963,10.466,8.617,10.051,8.922,10.362,7.821,6.137,2.921,11.479,5.612,4.875,4.859,4.794,3.803,2.983,2.525,5.904,5.058,5.916,5.872,3.052,2.097,4.316,3.527,3.233,2.085,1.777,1.674,2.99,2.636,2.525,2.801,2.602,2.856,1.218,1.361,3.085,4.661,2.647,3.342,3.185,2.079,1.271,3.186,3.25,100.0,0.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,71.429,0.0,0.0,0.0,36.364,0.0,52.174,0.0,0.0,25.806,6.061,21.429,0.0,8.696,6.122,5.769,5.455,8.333,6.25,3.03,9.589,5.195,2.532,2.469,3.571,6.667,2.174,1.075,0.0,0.0,0.0,0.0,1.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.031,0.0,0.0,100.0,0.0
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,16.667,0.0,0.0,40.0,0.0,0.0,0.0,0.0,9.091,0.0,8.333,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,6.667,0.0,6.25,0.0,0.0,0.0,0.0,5.882,43.333,0.0,3.226,0.0,0.0,3.125,3.03,2.941,2.857,2.778,2.703,0.0,2.632,0.0,0.0,0.0,0.0,0.0,2.564,0.0,2.5,2.439,0.0,0.0,2.381,0.0,0.0,0.0,0.0,0.0,57.143,0.0,27.407,0.735,2.857,0.0,0.0,100.0,0.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333,78.571,0.0,33.333,22.222,42.553,9.615,24.638,15.854,2.381,1.176,6.593,16.514,11.382,14.583,17.241,13.433,6.075,8.155,3.32,2.823,1.587,1.176,3.042,3.309,0.73,3.18,1.736,4.95,0.0,1.303,0.325,1.282,0.319,0.635,0.316,0.94,0.312,0.312,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.31,0.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,33.333,40.0,16.667,14.286,58.824,39.286,3.448,23.684,22.449,22.222,18.182,19.792,16.522,19.58,15.882,24.444,18.182,20.29,14.179,16.075,13.849,9.887,5.657,7.627,10.493,13.928,9.99,8.839,5.405,7.137,7.205,5.11,6.278,6.984,5.786,6.621,6.719,11.345,10.959,4.507,5.954,6.271,5.079,6.878,3.419,5.056,3.567,4.133,1.335,3.104,1.597,2.306,3.195,3.383,3.549,2.969,3.181,3.495,2.523,2.854,3.367,2.524,3.471,2.135,1.443,1.438,0.676,1.32,1.878,1.18,1.011,1.542,100.0,0.0
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,66.667,40.0,28.571,0.0,12.5,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,41.176,0.0,15.0,0.0,4.762,0.0,25.0,3.448,6.452,8.824,2.857,10.256,0.0,0.0,4.878,10.87,29.231,7.143,7.895,0.0,0.0,0.0,0.0,3.797,0.0,1.25,0.0,1.235,0.0,0.0,1.22,5.747,4.396,11.65,0.962,0.0,9.565,3.361,7.752,5.839,5.517,0.685,6.41,100.0,0.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.333,0.0,0.0,0.0,25.0,42.857,0.0,12.5,0.0,0.0,27.273,0.0,0.0,21.429,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Nepal,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,33.333,0.0,25.0,20.0,0.0,0.0,0.0,0.0,16.667,0.0,33.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.286,12.5,0.0,0.0,46.667,3.226,0.0,0.0,27.907,4.444,6.25,2.041,0.0,5.769,0.0,3.704,5.263,0.0,3.39,0.0,21.333,0.0,8.537,17.172,1.98,0.98,7.273,0.0,17.91,38.249,13.2,-0.402,6.742,8.247,1.356,21.333,6.716,5.855,100.0,-0.402
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,83.333,40.0,44.444,25.0,36.842,53.659,35.938,31.915,29.057,17.445,15.969,24.056,0.0,37.593,16.216,15.466,19.633,17.241,16.861,16.579,17.849,17.5,13.683,11.482,14.624,13.327,13.792,13.635,11.936,10.165,7.506,6.71,7.513,7.384,6.529,5.416,6.829,5.141,3.973,4.705,5.575,5.789,5.38,4.564,3.609,3.154,2.599,3.631,4.037,3.611,3.265,2.233,2.124,2.041,2.475,2.2,1.752,1.725,1.041,0.445,0.99,1.301,1.193,1.101,0.822,0.486,0.77,0.559,1.084,0.754,0.679,0.572,0.375,0.454,0.523,0.618,0.456,0.431,0.283,0.329,0.243,0.443,100.0,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,66.667,0.0,25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.667,25.0,0.0,33.333,40.0,28.571,28.205,25.0,49.02,0.0,34.194,24.39,27.562,23.098,18.404,12.257,12.733,8.964,8.616,11.167,8.18,8.632,8.566,6.058,4.655,4.132,2.341,3.429,2.21,1.353,1.408,1.245,1.443,1.071,0.568,0.914,0.629,0.625,0.346,0.414,0.343,0.342,0.612,-0.068,0.204,0.136,0.136,0.203,0.404,0.134,0.0,-0.067,0.134,0.067,0.067,0.134,0.134,0.2,0.0,0.0,0.0,0.067,0.0,0.067,0.0,0.0,0.266,0.0,100.0,-0.068
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,16.667,0.0,0.0,0.0,14.286,0.0,12.5,11.111,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.091,0.0,8.333,7.692,0.0,0.0,0.0,7.143,0.0,0.0,6.667,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,90.157,0.0,100.0,0.0
Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,50.0,33.333,0.0,57.143,30.0,0.0,0.0,44.444,33.333,0.0,63.514,24.49,18.333,16.667,21.739,27.273,8.993,18.713,16.585,6.393,10.794,7.183,0.0,7.193,2.397,0.0,6.858,1.878,1.389,0.0,1.37,0.755,1.341,1.468,0.439,1.724,0.713,1.128,0.561,0.834,1.236,1.087,1.867,0.662,1.048,0.909,1.408,1.761,2.454,0.731,1.322,2.576,0.698,1.826,1.017,0.45,1.659,0.55,0.547,0.652,100.0,0.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333,62.5,0.0,33.333,45.455,26.667,25.0,9.091,13.725,21.538,7.143,21.348,19.82,15.267,2.963,22.414,5.435,12.381,1.869,7.759,2.521,6.299,7.971,4.167,5.574,4.088,1.548,5.831,8.043,8.354,7.919,10.345,9.041,13.557,5.714,0.0,23.826,11.009,10.411,7.36,7.148,4.787,12.728,11.343,10.559,10.968,9.129,6.646,8.708,5.017,6.2,10.805,9.867,5.758,5.638,5.214,3.05,3.701,3.7,5.284,3.042,5.672,3.498,3.531,4.134,100.0,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.667,0.0,0.0,0.0,57.143,0.0,0.0,50.0,0.0,0.0,22.222,30.769,25.714,27.083,28.358,21.176,26.087,15.441,8.108,16.384,11.94,8.219,9.129,6.95,9.123,13.374,7.062,7.812,10.698,10.973,12.973,2.632,4.841,2.917,6.938,6.751,6.447,8.213,3.044,5.947,6.776,9.898,3.223,4.53,3.065,1.469,0.487,2.224,3.154,1.961,2.999,1.371,0.929,1.548,1.456,1.57,1.941,0.797,0.331,0.461,0.524,0.845,2.099,0.883,2.219,1.218,1.322,0.597,1.181,1.683,0.977,1.249,1.674,1.376,1.196,1.023,100.0,0.0
