Country,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,max_infection_rate,min_infect_rate
Maldives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,44.444,31.25,0.0,27.222,22.5,21.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.853,0.0,19.19,0.0,17.827,16.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.248,0.0,0.0,14.774,13.927,12.912,12.686,12.686,11.534,10.518,9.323,9.683,9.057,9.134,8.344,7.531,7.407,7.15,7.985,6.471,6.279,5.951,5.799,5.714,5.591,5.364,5.441,5.103,4.957,4.869,4.594,4.593,4.422,4.366,4.258,4.099,4.001,3.962,3.887,5.775,0.0
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,16.667,15.909,7.778,0.0,11.148,7.086,6.071,5.864,4.658,3.979,3.982,3.319,3.926,2.932,3.697,3.167,0.0,3.943,3.603,3.421,2.692,3.058,0.0,3.831,2.952,3.049,2.767,2.934,2.588,2.49,2.648,2.328,2.248,2.153,2.333,1.969,1.967,1.997,1.859,1.8,1.813,1.714,1.672,1.627,1.608,1.533,1.487,1.484,1.479,1.428,1.413,1.387,1.35,1.3,1.301,1.282,2.987,0.0
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,46.667,29.167,0.0,33.333,25.0,18.708,18.333,15.302,0.0,16.602,14.083,12.504,12.047,10.972,9.363,9.528,8.321,7.851,7.602,6.952,6.711,6.61,6.427,5.908,5.628,5.496,5.329,5.126,5.361,4.658,4.806,4.42,4.337,4.113,3.979,3.889,3.763,3.707,3.592,3.466,3.365,3.301,3.266,3.135,3.065,3.004,2.935,0.0,2.883,2.851,2.78,2.713,2.661,2.607,2.589,2.519,2.471,2.427,2.385,2.348,2.302,2.281,2.247,2.199,2.162,2.163,2.119,2.097,2.047,2.012,1.998,1.979,3.305,0.0
Mauritania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.833,0.0,44.667,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.877,30.679,26.526,24.818,22.637,21.591,19.35,19.06,16.11,20.377,0.0
Mauritius,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,58.333,28.572,30.0,20.37,16.327,14.062,15.638,11.383,9.804,8.723,8.954,7.892,7.412,6.546,6.42,5.839,5.982,5.348,5.188,4.629,4.916,4.219,4.013,3.905,0.0,0.0,0.0,0.0,0.0,3.772,3.659,0.0,0.0,3.544,3.435,0.0,0.0,3.334,3.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.172,0.0
Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,5.0,0.0,0.0,0.0,0.0,7.333,0.0,8.492,0.0,0.0,9.065,10.536,11.644,8.754,6.69,7.193,4.829,5.153,5.267,4.385,4.122,3.974,3.413,3.017,3.128,3.171,3.016,2.767,2.622,2.315,2.256,2.242,2.058,2.05,1.988,1.961,1.912,1.864,1.811,1.625,1.66,1.575,1.55,1.45,1.417,1.396,1.351,1.349,1.317,1.309,1.208,1.221,1.242,1.206,1.188,1.115,1.069,1.045,1.059,1.015,1.024,1.004,0.967,0.947,0.93,0.891,0.901,0.901,0.877,0.86,0.827,0.802,0.814,0.794,0.797,0.783,0.759,0.746,0.742,0.736,0.713,1.935,0.0
Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,0.0,0.0,54.167,43.333,35.749,0.0,33.975,0.0,34.575,29.287,25.533,22.975,20.966,19.279,18.138,16.91,15.555,14.805,13.888,13.135,12.67,12.113,11.548,10.973,10.801,10.032,9.55,9.128,8.853,8.509,8.273,7.924,7.624,7.295,7.332,6.955,6.742,6.559,6.385,6.196,6.02,5.862,5.803,5.648,5.54,5.416,5.236,5.105,5.045,4.926,4.821,4.704,4.608,4.519,4.46,4.372,4.292,4.222,4.145,4.079,3.984,3.921,3.886,3.849,3.757,3.71,3.652,3.581,3.516,3.493,3.444,4.758,0.0
Monaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,55.357,0.0,0.0,0.0,51.559,0.0,51.661,0.0,0.0,47.968,39.503,36.822,0.0,34.009,30.683,28.097,25.912,24.266,22.51,20.902,20.058,18.699,17.575,16.693,15.951,15.366,14.503,13.853,0.0,0.0,0.0,0.0,13.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.024,0.0,0.0,15.057,0.0
Mongolia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,29.167,0.0,0.0,31.333,0.0,0.0,0.0,0.0,27.626,0.0,24.87,0.0,0.0,0.0,23.547,0.0,0.0,0.0,0.0,21.672,0.0,20.129,0.0,0.0,0.0,0.0,18.834,20.386,0.0,19.066,0.0,0.0,17.927,16.726,15.675,14.748,13.924,13.187,0.0,12.659,0.0,0.0,0.0,0.0,0.0,12.179,0.0,11.739,11.226,0.0,0.0,10.857,0.0,0.0,0.0,0.0,0.0,12.709,0.0,13.274,11.794,11.449,0.0,0.0,14.502,0.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,44.444,44.643,0.0,42.381,33.466,31.589,23.523,22.579,19.443,16.45,14.979,14.243,13.935,12.664,12.072,11.518,10.667,9.718,9.336,8.661,8.245,7.833,7.489,7.265,6.995,6.641,6.491,6.217,6.117,0.0,5.962,5.745,5.6,5.407,5.262,5.107,4.985,4.838,4.714,0.0,0.0,4.604,0.0,0.0,0.0,0.0,4.499,4.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.615,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,45.833,38.0,27.778,23.469,26.103,21.032,15.345,15.789,14.371,13.248,12.013,11.319,10.408,9.975,9.216,9.181,8.409,8.109,7.463,7.221,6.827,6.395,5.987,5.838,5.732,5.653,5.333,5.124,4.856,4.762,4.624,4.432,4.341,4.243,4.1,4.016,3.918,3.935,3.832,3.593,3.544,3.473,3.371,3.338,3.196,3.164,3.071,3.022,2.91,2.889,2.807,2.769,2.736,2.691,2.647,2.593,2.553,2.516,2.46,2.426,2.396,2.347,2.325,2.271,2.227,2.195,2.153,2.131,2.109,2.071,2.041,2.021,3.289,0.0
Mozambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.556,35.0,25.714,0.0,23.512,0.0,0.0,0.0,23.01,0.0,0.0,0.0,0.0,0.0,0.0,25.281,0.0,24.139,0.0,22.201,0.0,22.455,18.788,17.574,16.488,14.991,14.517,0.0,0.0,13.95,13.508,13.763,11.97,11.436,0.0,0.0,0.0,0.0,11.089,0.0,10.661,0.0,10.268,0.0,0.0,9.906,9.7,9.29,9.218,8.531,0.0,8.566,8.089,7.974,7.674,7.439,7.088,7.05,9.389,0.0
Namibia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,44.444,0.0,0.0,0.0,39.583,35.238,0.0,31.448,0.0,0.0,30.852,0.0,0.0,29.674,0.0,0.0,0.0,27.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.989,0.0
Nepal,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,45.833,0.0,41.667,33.889,0.0,0.0,0.0,0.0,31.429,0.0,31.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.926,26.762,24.167,0.0,0.0,26.042,20.697,0.0,0.0,21.212,18.234,17.207,15.947,0.0,15.382,0.0,14.767,14.107,0.0,13.596,0.0,13.948,0.0,13.713,13.501,12.353,11.84,11.634,0.0,11.858,12.151,10.911,0.0,10.789,10.499,9.972,10.267,9.556,9.266,11.56,0.0
Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,61.111,35.0,28.889,20.833,19.549,19.207,15.104,13.192,11.732,9.787,8.921,8.861,0.0,10.777,8.767,8.207,7.983,7.437,7.046,6.697,6.45,6.155,5.739,5.422,5.334,5.088,4.923,4.748,4.533,4.33,4.111,3.963,3.87,3.755,3.627,3.499,3.444,3.313,3.201,3.141,3.086,3.02,2.942,2.858,2.775,2.707,2.639,2.606,2.562,2.503,2.448,2.383,2.337,2.293,2.259,2.215,2.169,2.132,2.085,2.041,2.017,1.99,1.957,1.925,1.892,1.859,1.836,1.806,1.788,1.758,1.732,1.707,1.682,1.66,1.639,1.619,1.596,1.576,1.554,1.536,1.516,1.5,2.667,0.0
New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,55.556,0.0,47.917,37.333,0.0,0.0,0.0,0.0,0.0,0.0,33.889,30.238,0.0,30.625,27.963,24.024,21.807,19.722,20.053,0.0,21.063,19.005,18.016,16.693,15.505,14.365,13.671,12.841,12.241,11.82,11.203,10.773,10.356,9.879,9.476,9.132,8.768,8.52,8.216,7.941,7.709,7.484,7.281,7.075,6.875,6.708,6.533,6.373,6.215,6.072,5.932,5.801,5.68,0.0,5.565,5.448,5.337,5.231,5.133,5.029,0.0,0.0,4.938,4.845,4.757,4.673,4.591,4.513,0.0,0.0,0.0,4.438,0.0,4.365,0.0,0.0,4.298,0.0,5.841,0.0
Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,39.444,0.0,0.0,0.0,35.85,0.0,32.932,29.118,0.0,0.0,0.0,0.0,0.0,0.0,27.206,0.0,0.0,0.0,25.56,0.0,24.124,22.219,0.0,0.0,0.0,21.142,0.0,0.0,20.177,0.0,19.307,0.0,0.0,0.0,0.0,0.0,0.0,20.289,0.0,0.0,0.0,0.0,0.0,0.0,24.17,0.0,28.161,0.0
Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,33.333,0.0,38.095,27.222,0.0,0.0,29.682,24.583,0.0,28.909,22.116,19.545,17.778,16.8,15.996,13.711,13.461,12.544,11.281,10.919,10.192,0.0,10.05,9.375,0.0,9.265,8.672,8.305,0.0,8.039,7.718,7.463,7.21,6.936,6.754,6.511,6.326,6.123,5.956,5.802,5.641,5.513,5.341,5.217,5.086,4.977,4.87,4.775,4.63,4.543,4.473,4.34,4.275,4.173,4.08,4.025,3.928,3.855,3.787,5.493,0.0
Nigeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.833,42.5,0.0,40.972,36.851,29.896,26.389,22.159,20.566,19.503,16.896,16.703,15.488,14.235,12.674,13.051,11.47,11.244,10.208,10.012,9.349,9.117,8.819,8.333,8.077,7.735,7.381,7.278,7.114,6.902,6.679,6.554,6.33,6.279,5.898,0.0,6.369,5.878,5.716,5.502,5.366,5.186,5.249,5.101,4.973,4.876,4.736,4.589,4.538,4.377,4.316,4.321,4.224,4.072,3.997,3.92,3.815,3.761,3.699,3.664,3.569,3.554,3.464,3.411,3.369,4.749,0.0
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.556,0.0,0.0,0.0,55.952,0.0,0.0,54.762,0.0,0.0,49.339,43.511,37.44,33.433,30.217,26.817,24.991,22.25,20.137,19.346,17.859,16.59,15.719,14.777,14.147,13.675,12.767,12.244,11.854,11.391,11.03,10.239,9.952,9.542,9.358,9.05,8.758,8.546,8.143,7.993,7.794,7.668,7.29,7.137,6.922,6.714,6.531,6.419,6.295,6.128,6.018,5.855,5.724,5.62,5.505,5.4,5.303,5.181,5.077,4.987,4.899,4.819,4.757,4.656,4.6,4.509,4.438,4.356,4.297,4.238,4.163,4.105,4.051,3.988,3.929,3.871,5.192,0.0
Norway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,61.111,40.0,24.211,20.667,17.411,17.857,15.07,11.944,11.503,9.706,8.78,10.625,8.874,7.176,7.619,6.035,5.828,5.42,5.185,4.801,4.836,4.532,4.385,4.277,4.037,3.873,3.695,3.615,3.557,3.327,3.221,3.048,2.978,2.905,2.852,2.741,2.647,2.56,2.513,2.467,0.0,2.457,2.392,2.336,2.292,2.23,2.165,2.15,2.118,2.044,2.02,1.966,1.939,1.893,1.886,1.833,1.801,1.765,1.733,1.714,1.684,1.655,1.625,1.603,1.575,1.554,1.535,1.511,1.488,1.466,1.446,1.425,1.401,1.386,1.368,1.349,1.332,1.315,1.298,1.281,1.265,1.25,1.236,2.396,0.0
Oman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,45.833,0.0,0.0,46.667,33.889,27.083,0.0,0.0,0.0,0.0,25.087,0.0,0.0,22.884,0.0,21.959,0.0,20.721,21.505,18.334,0.0,17.574,16.253,15.938,15.281,14.083,13.027,12.757,12.008,11.242,10.654,10.213,9.877,9.517,9.136,8.835,8.462,8.277,8.036,7.806,7.474,7.174,7.134,6.866,6.918,6.551,6.385,6.226,5.927,5.899,5.701,5.649,5.441,5.324,5.198,5.052,4.987,4.86,4.722,4.658,4.616,4.472,4.407,4.282,4.24,4.154,4.1,4.069,3.938,3.924,3.838,3.805,3.742,3.672,3.668,3.614,3.543,3.52,3.4,3.36,3.336,3.304,4.511,0.0
Pakistan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,42.5,0.0,0.0,37.333,0.0,0.0,0.0,41.528,28.922,23.958,23.915,19.634,20.743,20.641,17.618,14.838,14.721,12.253,12.826,10.7,10.42,9.832,9.297,9.007,8.661,8.118,7.722,7.448,7.336,6.97,6.868,6.551,6.173,6.169,6.147,5.686,5.486,5.325,5.164,5.078,4.894,4.788,4.695,4.648,4.521,4.277,4.327,4.243,3.989,4.139,3.913,3.927,3.789,3.708,3.608,3.535,3.481,3.438,3.41,3.342,3.252,3.193,3.127,3.092,3.096,2.953,2.976,2.95,2.865,2.825,2.8,2.706,2.648,2.7,0.0,2.71,2.691,2.648,2.614,3.824,0.0
Panama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.167,6.818,11.852,4.167,2.326,2.727,2.254,1.977,1.918,1.703,2.423,2.579,0.618,0.0,1.962,1.758,1.471,1.238,1.102,0.865,1.161,0.0,1.559,1.51,1.495,1.255,1.294,1.102,1.109,1.219,1.086,1.031,1.017,0.895,0.789,0.789,0.818,0.846,0.773,0.675,0.729,0.706,0.672,0.732,0.639,0.634,0.632,0.616,0.0,0.717,0.638,0.634,0.669,0.0,0.684,0.724,0.681,0.652,0.654,0.644,0.623,0.612,0.601,0.59,0.582,0.569,0.564,0.552,0.537,0.532,0.52,1.925,0.0
Papua New Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.357,0.0,0.0,0.0,0.0,0.0,46.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.655,0.0
Paraguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,60.0,0.0,49.167,0.0,0.0,44.333,34.63,30.693,0.0,28.779,26.959,23.303,0.0,22.868,21.672,18.676,18.156,16.012,14.882,14.167,13.032,12.57,12.171,11.873,10.782,10.466,10.041,9.391,9.092,8.78,8.461,8.139,7.793,7.802,7.518,7.099,7.074,7.017,6.514,6.351,6.158,0.0,6.06,0.0,6.021,5.818,0.0,0.0,5.789,0.0,5.89,5.983,5.625,5.428,5.271,5.143,5.004,4.958,5.119,5.027,4.651,4.531,4.453,4.349,4.298,4.203,4.162,4.069,3.99,4.001,3.867,5.361,0.0
Peru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,61.111,28.572,27.273,0.0,27.172,26.113,20.335,16.444,18.636,14.805,12.973,13.415,0.0,14.344,12.453,11.406,10.556,10.43,10.086,9.153,8.56,8.893,8.031,7.716,7.756,6.955,6.879,6.537,6.823,6.178,6.055,6.449,5.812,5.449,5.38,5.092,5.339,4.722,4.734,4.563,4.434,4.306,4.236,4.061,4.064,3.951,3.88,3.704,3.856,3.647,3.5,3.507,3.443,3.382,3.327,3.201,3.189,3.059,3.082,3.017,2.963,2.899,2.846,2.778,2.717,2.71,2.686,2.643,2.594,2.557,2.513,2.461,2.452,2.416,3.659,0.0
